GID_0,HASC_1,NAME_0,NAME_1,VARNAME_1,GID_0.1,HASC_1.1,NAME_0.1,NAME_1.1,VARNAME_1.1,30_year_diff_1989_2019-1950_1980,10_year_diff_2009_2019-1970_1980,5_year_diff_2014_2019-1970_1975,LinReg_1950_2019_Intercept,LinReg_1950_2019_Slope,LinReg_1950_2019_R_Squared,LinReg_1970_2019_Intercept,LinReg_1970_2019_Slope,LinReg_1970_2019_R_Squared
USA,US.MN,United States,Minnesota,MN|Minn.,USA,US.MN,United States,Minnesota,MN|Minn.,0.8203455002189779,0.9428080620940547,0.9198583848463349,-34.033230408212106,0.01974056950422589,0.15445546631649798,-41.11147540537385,0.02328053713066932,0.10146654880479233
USA,US.MS,United States,Mississippi,MS|Miss.,USA,US.MS,United States,Mississippi,MS|Miss.,0.531717251879595,0.9054657759293967,0.8960605340747918,-3.700109502149143,0.010915476836451707,0.13265327326149579,-29.216016396103242,0.023685854005785358,0.3136170041084547
USA,US.MO,United States,Missouri,MO,USA,US.MO,United States,Missouri,MO,0.5223494726459492,0.7927371794900626,0.628350975525862,-9.596706705399619,0.01143416961745182,0.09575496113969861,-28.216178205717377,0.020749826571846344,0.1571015571714105
USA,US.MT,United States,Montana,MT|Mont.,USA,US.MT,United States,Montana,MT|Mont.,0.9116624596625265,0.8952946732071805,1.1160312415278826,-36.58173133634085,0.021280106279748214,0.21090341955700032,-42.12332632826255,0.02404927173462831,0.14606553460940241
USA,US.NE,United States,Nebraska,NE|Nebr.,USA,US.NE,United States,Nebraska,NE|Nebr.,0.6695448413828888,0.7306798431306234,0.7847384382276417,-21.24487266090093,0.015528510883732772,0.15619008848705185,-31.663359223584344,0.020740686605872943,0.13798030662141492
USA,US.NV,United States,Nevada,NV|Nev.,USA,US.NV,United States,Nevada,NV|Nev.,0.6696079890011202,1.1307812335025034,1.6449039914136172,-25.551075977648928,0.017623666298063986,0.3313587445376458,-51.02906294612143,0.030363686548750077,0.4541107971365503
USA,US.NH,United States,New Hampshire,NH|N.H.,USA,US.NH,United States,New Hampshire,NH|N.H.,0.9890759058425544,1.5293579384734706,1.305252948902063,-41.085048571854365,0.02340156148283113,0.3635551506804028,-68.37124119760155,0.03705540065225408,0.4475621782641177
USA,US.NJ,United States,New Jersey,NJ|N.J.,USA,US.NJ,United States,New Jersey,NJ|N.J.,1.0117150806428405,1.301019281332266,1.0663429804264997,-35.360986819564836,0.023698394583241127,0.40903074665867806,-53.87108763694936,0.03296453852096728,0.429355219069847
USA,US.NM,United States,New Mexico,NM|N.M.,USA,US.NM,United States,New Mexico,NM|N.M.,1.1174114099254844,1.6530139466976816,2.033295520061907,-37.47273201612964,0.025003688991517233,0.48294607662008454,-75.75069470113439,0.04415046732874765,0.7055772844896185
USA,US.NY,United States,New York,NY|N.Y.,USA,US.NY,United States,New York,NY|N.Y.,0.7776493042441217,1.173510889338778,0.7976645876871142,-26.53988257162666,0.017139494275650258,0.22840898052784275,-49.03661243797724,0.028397934350032912,0.30146546281849174
USA,US.NC,United States,North Carolina,NC|N.C.,USA,US.NC,United States,North Carolina,NC|N.C.,0.7516701732982476,0.960775266699434,0.9377002290705896,-16.750762895157663,0.01613358865367858,0.2616647059034529,-34.574051769793,0.025060364518538283,0.35327292020557977
USA,US.ND,United States,North Dakota,ND|N.D.,USA,US.ND,United States,North Dakota,ND|N.D.,0.8378528930442819,0.7366493264918565,1.003314190596285,-34.21353711218434,0.019769359866232666,0.12989026470827436,-31.094482673096028,0.018209421377361635,0.057593468973696216
USA,US.OH,United States,Ohio,OH|Ohio,USA,US.OH,United States,Ohio,OH|Ohio,0.7114417481408566,1.0784612511849758,0.7590467929924234,-19.561822172087624,0.01529036663344876,0.1759708939099478,-41.86353651325071,0.026451347332734198,0.25526792409268007
USA,US.OK,United States,Oklahoma,OK|Okla.,USA,US.OK,United States,Oklahoma,OK|Okla.,0.3098944881141801,0.6974818817286597,0.6581216436134785,2.6585149367107856,0.0067337057374970335,0.044603684775973984,-22.06529359275458,0.019101877762453253,0.18791029244071533
USA,US.OR,United States,Oregon,OR|Ore.,USA,US.OR,United States,Oregon,OR|Ore.,0.6514333814846385,0.9127544338488107,1.4732984402896658,-24.403018775197925,0.01605081937494742,0.26166649611362025,-40.5191506933191,0.024106322119510644,0.2861741274694708
USA,US.PA,United States,Pennsylvania,Commonwealth of Pennsylvania|PA,USA,US.PA,United States,Pennsylvania,Commonwealth of Pennsylvania|PA,0.9019708809121507,1.2464699892484905,0.9632709681436253,-30.224098280074926,0.020155314925618773,0.30924647346694756,-52.918731027763165,0.031513601204843825,0.380686421694368
USA,US.RI,United States,Rhode Island,State of Rhode Island and Providence Plantations|RI|R.I.,USA,US.RI,United States,Rhode Island,State of Rhode Island and Providence Plantations|RI|R.I.,0.7918268184327353,1.137388523017238,0.9372748432543325,-25.996773350429223,0.018193596096094604,0.2882930540148049,-46.78760444379652,0.028599893284671888,0.3648343228073093
USA,US.SC,United States,South Carolina,SC|S.C.,USA,US.SC,United States,South Carolina,SC|S.C.,0.6640240653174807,0.9306366999903837,0.9277123557948741,-11.136631919971826,0.014388537988663767,0.22168580674514804,-31.048908317366532,0.0243594895061262,0.33970911539028437
USA,US.SD,United States,South Dakota,SD|S.D.,USA,US.SD,United States,South Dakota,SD|S.D.,0.6257212692278165,0.5172484392538248,0.6390869447659426,-22.380080789118807,0.015124280816391179,0.10343107407113084,-22.116351237021647,0.014992600858161708,0.048810585301208964
USA,US.TN,United States,Tennessee,TN|Tenn.,USA,US.TN,United States,Tennessee,TN|Tenn.,0.6216703570626372,0.9771041659770585,0.9019833195073286,-12.336961279428536,0.013527996902986181,0.16990734147292075,-37.830591224606486,0.026287303049933132,0.3265719624456873
USA,US.TX,United States,Texas,TX|Tex.,USA,US.TX,United States,Texas,TX|Tex.,0.5975631052997521,1.139832883167493,1.0974828576610136,-5.927011927189664,0.012420443977970928,0.17418923010817886,-40.272402822544855,0.029601113115227475,0.4758908654612626
USA,US.UT,United States,Utah,UT,USA,US.UT,United States,Utah,UT,1.068522722598317,1.5258809686294335,2.3775798981734173,-42.98717434167816,0.026272434682840833,0.4090958098891063,-74.27939635586554,0.04192254646870426,0.4927704443576444
USA,US.VT,United States,Vermont,VT,USA,US.VT,United States,Vermont,VT,0.9047796283668168,1.4392304363796038,1.0873891031409784,-35.259733039328125,0.020806668386588262,0.290704192141515,-64.71080520895852,0.035542175047888945,0.3991967857524209
USA,US.VA,United States,Virginia,VA,USA,US.VA,United States,Virginia,VA,0.7336265584942581,0.9565936305831961,0.8546601278958104,-18.192129421776453,0.01589125896902448,0.24926204076506453,-36.31201224852394,0.02496510940354389,0.34052000974429575
USA,US.WA,United States,Washington,WA|Wash.,USA,US.WA,United States,Washington,WA|Wash.,0.7368679095013135,0.9433170897637551,1.3541088958012475,-25.872530260238033,0.017087673147536623,0.25349388480785884,-40.196176347258074,0.024243608956196167,0.2911938748221856
USA,US.WV,United States,West Virginia,WV|W.Va.,USA,US.WV,United States,West Virginia,WV|W.Va.,0.7081698529338851,0.9807395629866171,0.7767865645511218,-18.606556983323507,0.015088747759827145,0.2047723574776501,-38.56272056399171,0.02508063767945293,0.3064365818502286
USA,US.WI,United States,Wisconsin,WI|Wis.,USA,US.WI,United States,Wisconsin,WI|Wis.,0.9521806880384931,1.0837424924521217,0.8281729488135259,-36.70085737388922,0.021803922815024253,0.21803746481892336,-47.625661673001446,0.02726902007708477,0.16098122332753306
USA,US.WY,United States,Wyoming,WY|Wyo.,USA,US.WY,United States,Wyoming,WY|Wyo.,0.8395351971386296,1.1596045916040643,1.543060020052788,-33.03565965622555,0.018979206346642005,0.23902233262858208,-55.85176482860563,0.030389542941193122,0.2846579246671507
USA,US.DC,United States,District of Columbia,DC|D.C.,USA,US.DC,United States,District of Columbia,DC|D.C.,0.7888015563694584,1.1080577122761426,0.917385874230888,-22.393352699331906,0.018263749742693423,0.2994154423537314,-42.608632364868704,0.02838179976293142,0.3746011144098535
