GID_0,NAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,TYPE_1,ENGTYPE_1,CC_1,HASC_1,Baseline,LinReg_1901_2019_Intercept,LinReg_1901_2019_Slope,LinReg_1901_2019_R_Squared,RateChange_1901_2019
IND,India,IND.20_1,Maharashtra,,,State,State,,IN.MH,626.821992247,-267.2213132251105,0.4555190811073922,0.011274169456874428,8.647873131806042
IND,India,IND.21_1,Manipur,,,State,State,,IN.MN,441.48935879199985,-35.94407146349562,0.24500259013958145,0.0046352881662927725,6.60385299124417
IND,India,IND.22_1,Meghalaya,,,State,State,,IN.ML,1807.4853244000008,4790.686541125624,-1.532842765610312,0.04133896162790085,-10.091826840595678
IND,India,IND.23_1,Mizoram,,,State,State,,IN.MZ,964.0515316489998,1569.4921457204248,-0.30826758933129206,0.00537739693081607,-3.8051745084286557
IND,India,IND.24_1,Nagaland,,,State,State,,IN.NL,924.3650655259999,640.2184595645776,0.14020392237573,0.0007773746523759284,1.8049434563191624
IND,India,IND.25_1,NCT of Delhi,,,Union Territor,Union Territory,,IN.DL,2328.35506716,1453.6882523559325,0.4414492685158806,0.0017671438638209302,2.2562049789710987
IND,India,IND.26_1,Odisha,,,State,State,,IN.OR,985.812632467,1179.7846593183024,-0.10414380649836216,0.0004921222406002457,-1.2571469024789512
IND,India,IND.27_1,Puducherry,Pondicherry|Puduchcheri|Pondichéry,,Union Territor,Union Territory,,IN.PY,1566.65063982,2867.3290337090157,-0.6698206533114941,0.01136558433170154,-5.087838712607037
IND,India,IND.28_1,Punjab,,,State,State,,IN.PB,1795.432704949999,1410.810179078479,0.19263639286426415,0.0011473433335419392,1.276780281858898
IND,India,IND.29_1,Rajasthan,Greater Rajasthan|Rajputana,,State,State,,IN.RJ,2861.75669514,3398.9432312877066,-0.26899927659165285,0.0006675691433001285,-1.1185756625910743
IND,India,IND.30_1,Sikkim,,,State,State,,IN.SK,1003.4991057159998,1313.040258166031,-0.16712541723828536,0.0006288688560612821,-1.9818577354053406
IND,India,IND.31_1,Tamil Nadu,Madras|Tamilnad,,State,State,,IN.TN,2281.569782619999,-5624.366556472725,4.061269982872811,0.10190532803685926,21.182395193141364
IND,India,IND.32_1,Telangana,,,State,State,,IN.TG,1573.403076803,-5718.077362260806,3.748026789072783,0.09577138786944084,28.3471663730263
IND,India,IND.33_1,Tripura,,,State,State,,IN.TR,1403.8932289599998,900.4047546999013,0.2512045852371454,0.001272545522865709,2.1293176024052207
IND,India,IND.34_1,Uttar Pradesh,United Provinces,,State,State,,IN.UP,1522.1509421209996,1193.3110116821952,0.1650354093462475,0.0003045773866516832,1.2902277408072111
IND,India,IND.35_1,Uttarakhand,Uttarakhand,,State,State,,IN.UT,544.4632290109998,-1273.5757019401367,0.930138243349238,0.027393678192452864,20.3294630492527
IND,India,IND.36_1,West Bengal,Bangla|Bengala Occidentale|Bengala Ocidental|Bengale occidental,,State,State,,IN.WB,1945.0672499700001,3730.7885861177883,-0.914956587373593,0.015124223541956416,-5.597741358255704
IRL,Ireland,IRL.1_1,Carlow,Ceatharlach,,Administrative County,County,,IE.CW,1383.39650557,-173.65096559606945,0.7967756652115086,0.029630498747150846,6.853877668362507
IRL,Ireland,IRL.2_1,Cavan,An Cabhán,,Administrative County,County,,IE.CN,1285.2191725630003,1067.9441419971936,0.11155151201609467,0.0008943113819195325,1.032868962220882
IRL,Ireland,IRL.3_1,Clare,An Clár,,Administrative County,County,,IE.CE,1133.137201417,916.0540094553621,0.1113935819178183,0.0008766558858049889,1.1698350589534803
IRL,Ireland,IRL.4_1,Cork,Corcaigh,,Traditional County,County,,IE.CK,1132.6991340310003,1054.9914300738785,0.038206867090157866,7.583258820653693e-05,0.40139672108236574
IRL,Ireland,IRL.5_1,Donegal,Dún na nGall|Tyrconnel,,Administrative County,County,,IE.DL,991.5650036760003,-238.3612427044577,0.6289907263901152,0.025429356632738487,7.548662585199644
IRL,Ireland,IRL.6_1,Dublin,Baile Átha Cliath,,Administrative County,County,,IE.DN,1086.5257268199998,807.0199339794472,0.14317170506836643,0.0019477734810847691,1.5680653004876457
IRL,Ireland,IRL.7_1,Galway,Gaillimh,,Traditional County,County,,IE.GY,1238.3636436840002,1002.6681723614874,0.12236879052556565,0.0009546256844709111,1.1758974148516061
IRL,Ireland,IRL.8_1,Kerry,Ciarraí,,Administrative County,County,,IE.KY,1401.9489760100003,-881.5352435060536,1.1695525165289848,0.07336881473352919,9.927376234693753
IRL,Ireland,IRL.9_1,Kildare,Cill Dara,,Administrative County,County,,IE.KE,885.6316302660002,186.66487256894982,0.35583609601481286,0.01121158724640725,4.781276320612501
IRL,Ireland,IRL.10_1,Kilkenny,Cill Chainnigh,,Administrative County,County,,IE.KK,1710.2549377200005,-156.42931290571232,0.9550666036390831,0.03125299040305329,6.645379196189634
IRL,Ireland,IRL.11_1,Laoighis,Laois|Leix|Queens,,Administrative County,County,,IE.LS,911.4628791410001,68.92081013053735,0.4293263387822246,0.0168772372326077,5.605256723481035
IRL,Ireland,IRL.12_1,Leitrim,Liatroim,,Administrative County,County,,IE.LM,961.2618628210001,150.91461124231603,0.41378911811209224,0.012790374641069913,5.122527685726808
IRL,Ireland,IRL.13_1,Limerick,Luimneach,,Traditional County,County,,IE.LK,916.2331388809996,495.7463208790918,0.21391027455276998,0.004644010722865799,2.7782582392586614
IRL,Ireland,IRL.14_1,Longford,An Longfort,,Administrative County,County,,IE.LD,1231.983125941,-24.304990355178006,0.6453267018494518,0.02892216947484716,6.233354654222954
IRL,Ireland,IRL.15_1,Louth,Lú,,Administrative County,County,,IE.LH,982.6196584509999,298.53714701797446,0.35157968231804587,0.012291257242677212,4.257800242038796
IRL,Ireland,IRL.16_1,Mayo,Maigh Eo,,Administrative County,County,,IE.MO,970.1072044980001,1179.7997615058255,-0.10661150194131894,0.0011787510310619087,-1.3077697673198867
IRL,Ireland,IRL.17_1,Meath,An Mhí,,Administrative County,County,,IE.MH,1429.35863851,508.6817834674546,0.47137723650477165,0.012964758095108886,3.924409845981099
IRL,Ireland,IRL.18_1,Monaghan,Muineachán,,Administrative County,County,,IE.MN,905.4358872779999,529.4904150282293,0.1911972787722548,0.003995676693687278,2.5128754551908465
IRL,Ireland,IRL.19_1,Offaly,Uíbh Fhailí|Kings,,Administrative County,County,,IE.OY,985.0486386180002,1099.2210533215352,-0.05741245214784227,0.0003596693321511468,-0.6935781176428484
IRL,Ireland,IRL.20_1,Roscommon,Ros Comáin,,Administrative County,County,,IE.RN,934.8898303179996,651.2372597284286,0.14485992405426595,0.0022745833101728286,1.843889023436493
IRL,Ireland,IRL.21_1,Sligo,Sligeach,,Administrative County,County,,IE.SO,1056.47567959,254.65850928105704,0.4125043459400369,0.014699388898288257,4.646393486872751
IRL,Ireland,IRL.22_1,Tipperary,Tiobraid Árann,,Administrative County,County,,IE.TY,1226.7563255330006,150.2556379036464,0.5519348559670987,0.02085292950951534,5.353976702060046
IRL,Ireland,IRL.23_1,Waterford,Port Láirge,,Traditional County,County,,IE.WD,1077.7284538780002,1109.6252531487685,-0.0174654753318618,2.1576973229908702e-05,-0.19284928007726423
IRL,Ireland,IRL.24_1,Westmeath,An Iarmhí,,Administrative County,County,,IE.WH,935.8651838490001,388.82518657984633,0.2803123339096994,0.008733444708262428,3.564313355270233
IRL,Ireland,IRL.25_1,Wexford,Loch Garman,,Administrative County,County,,IE.WX,998.6795095570003,-427.7778954640223,0.7305805466571713,0.03171191804679507,8.70540390788315
IRL,Ireland,IRL.26_1,Wicklow,Cill Mhantáin,,Administrative County,County,,IE.WW,1133.5580543210003,-440.4257367840046,0.8048962960967098,0.035891925472638864,8.449735668181736
MEX,Mexico,MEX.1_1,Aguascalientes,,,Estado,State,,MX.AG,551.3228293619998,517.6225454507193,0.021295176137302408,3.120821995894474e-05,0.4596446628686718
MEX,Mexico,MEX.3_1,Baja California,,,Estado,State,,MX.BN,169.48323994520013,525.6873616013274,-0.1826252696454209,0.01382490382282986,-12.822747013115832
MEX,Mexico,MEX.2_1,Baja California Sur,,,Estado,State,,MX.BS,157.0928235798,-274.0240717932019,0.2219488084020795,0.0215323127680479,16.812931105303317
MEX,Mexico,MEX.4_1,Campeche,,,Estado,State,,MX.CM,1275.3649378970001,2169.534187696496,-0.4571037743490955,0.010146613541422655,-4.265081117663232
MEX,Mexico,MEX.5_1,Chiapas,,,Estado,State,,MX.CP,1963.4373011500002,172.06015321549535,0.9195396134168926,0.025438852824362534,5.573145316762549
MEX,Mexico,MEX.6_1,Chihuahua,,,Estado,State,,MX.CH,450.78444668699973,-289.83030573378437,0.3800072814029341,0.026968243078443144,10.03159421743494
MEX,Mexico,MEX.7_1,Coahuila,,,Estado,State,,MX.CA,335.5605333859998,-693.2235611035615,0.530247873457485,0.03466795519519972,18.804206890700257
MEX,Mexico,MEX.8_1,Colima,,,Estado,State,,MX.CL,909.0227925280001,-103.83592933727357,0.5201015849551345,0.013948020389447646,6.808639906326065
MEX,Mexico,MEX.9_1,Distrito Federal,,,Distrito Federal,Federal District,,MX.DF,613.9783692700001,-623.8211800459773,0.6348972474312781,0.045425143514899013,12.30544530976748
MEX,Mexico,MEX.10_1,Durango,,,Estado,State,,MX.DU,597.239439647,-13.902752970873166,0.3175823059236576,0.008841229557331798,6.327829660287085
MEX,Mexico,MEX.11_1,Guanajuato,,,Estado,State,,MX.GJ,1207.3489182009998,1565.9772477803738,-0.18263883479276474,0.0022924272109873245,-1.8001441847252906
MEX,Mexico,MEX.12_1,Guerrero,,,Estado,State,,MX.GR,908.1073292099999,3451.6472488305226,-1.3155398064720125,0.05215793067170116,-17.239067666853668
MEX,Mexico,MEX.13_1,Hidalgo,,,Estado,State,,MX.HI,897.6699822759998,512.3533534269901,0.19894479472083768,0.005511570737658844,2.6373200663070278
MEX,Mexico,MEX.14_1,Jalisco,,,Estado,State,,MX.JA,929.4202460460004,-580.2592279069933,0.7769836953375587,0.058266519074068324,9.948251088624687
MEX,Mexico,MEX.15_1,México,,,Estado,State,,MX.MX,919.0390500099998,8.876186317390761,0.4685479958438969,0.019854298170650653,6.06690341447592
MEX,Mexico,MEX.16_1,Michoacán,,,Estado,State,,MX.MC,921.6198312999998,-1736.9740336259079,1.3660390554415325,0.11820339768917454,17.638362595588216
MEX,Mexico,MEX.17_1,Morelos,,,Estado,State,,MX.MR,1142.510510774,752.0026202079616,0.19632864510183734,0.002289864200158531,2.04489223922248
MEX,Mexico,MEX.18_1,Nayarit,,,Estado,State,,MX.NA,517.8582655429999,-912.9756880123915,0.7385947803681813,0.03610412240762417,16.972361882001373
MEX,Mexico,MEX.19_1,Nuevo León,,,Estado,State,,MX.NL,1391.9219231499994,-1467.052707501924,1.4678736146275466,0.09579680703867055,12.549336082398503
MEX,Mexico,MEX.20_1,Oaxaca,,,Estado,State,,MX.OA,1054.3937026099995,1077.380947917177,-0.014877745280586802,1.2102863945595566e-05,-0.16791182307019964
MEX,Mexico,MEX.21_1,Puebla,,,Estado,State,,MX.PU,621.4008206429999,-438.45003621939907,0.5449000299052842,0.020736399553738738,10.43498840114692
MEX,Mexico,MEX.22_1,Querétaro,,,Estado,State,,MX.QE,1266.4060833230003,2428.973992402478,-0.5955403228635522,0.010134459772396465,-5.596095861668986
MEX,Mexico,MEX.23_1,Quintana Roo,,,Estado,State,,MX.QR,597.9581815850001,-325.4682226377016,0.475511875395243,0.019142560199891356,9.463189051455464
MEX,Mexico,MEX.24_1,San Luis Potosí,,,Estado,State,,MX.SL,753.706238649,207.39274594488006,0.2777792398411906,0.006304740475064352,4.38575771912851
MEX,Mexico,MEX.25_1,Sinaloa,,,Estado,State,,MX.SI,388.51009036300013,253.33553632286026,0.06897537368109945,0.0014511936640714262,2.1127043213682595
MEX,Mexico,MEX.26_1,Sonora,,,Estado,State,,MX.SO,2066.34024768,5948.714718872241,-2.0020756401723405,0.07352494542097165,-11.529901788826995
MEX,Mexico,MEX.27_1,Tabasco,,,Estado,State,,MX.TB,711.877011602,-262.5576365357649,0.502594308122775,0.012397595310964293,8.401552753054538
MEX,Mexico,MEX.28_1,Tamaulipas,,,Estado,State,,MX.TM,700.633679319,2091.213695707336,-0.7206520149921666,0.03945015890481718,-12.240003915801228
MEX,Mexico,MEX.29_1,Tlaxcala,,,Estado,State,,MX.TL,1726.3346972199997,236.7895440408763,0.7670547515097568,0.01419416701177001,5.287474994081558
MEX,Mexico,MEX.30_1,Veracruz,,,Estado,State,,MX.VE,1053.1385523119998,-454.6617447244839,0.7769548845627405,0.032480081398404415,8.779246667970702
MEX,Mexico,MEX.31_1,Yucatán,,,Estado,State,,MX.YU,466.3162133379999,316.0451997632388,0.07928222969591228,0.0007331852434361297,2.023216234811697
MEX,Mexico,MEX.32_1,Zacatecas,,,Estado,State,,MX.ZA,909.1274069409998,-1807.6935920527421,1.3938334215845323,0.11827185276133534,18.244547013125484
NGA,Nigeria,NGA.1_1,Abia,,,State,State,,NG.AB,2302.48031188,6875.886570442387,-2.339212862633528,0.06841283710436497,-12.089846293890814
NGA,Nigeria,NGA.2_1,Adamawa,,,State,State,,NG.AD,1040.6381662190001,2249.9690458487394,-0.6228010330672269,0.027498150865805204,-7.121910894761764
NGA,Nigeria,NGA.3_1,Akwa Ibom,,,State,State,,NG.AK,2483.1069034999996,8142.449517796182,-2.893965709984333,0.06463882241283758,-13.868992873513458
NGA,Nigeria,NGA.4_1,Anambra,,,State,State,,NG.AN,1914.2344473399999,2615.7587760374586,-0.3615276376584531,0.002846876487921479,-2.2474670718175895
NGA,Nigeria,NGA.5_1,Bauchi,,,State,State,,NG.BA,970.338677212,2015.663595743712,-0.5342240808381997,0.02300144901084511,-6.551595552431679
NGA,Nigeria,NGA.6_1,Bayelsa,,,State,State,,NG.BY,2556.4906067399993,3685.0854954506485,-0.5758786017305231,0.003878041806836152,-2.6806104205999866
NGA,Nigeria,NGA.7_1,Benue,,,State,State,,NG.BE,1553.67277523,4895.405170050122,-1.717140540717135,0.09058037263835594,-13.152043828217904
NGA,Nigeria,NGA.8_1,Borno,,,State,State,,NG.BO,555.839891084,726.3926349712152,-0.08508517217490394,0.0008547922524194673,-1.8215920899573277
NGA,Nigeria,NGA.9_1,Cross River,,,State,State,,NG.CR,2448.960738629999,7233.29960054394,-2.4506113373166216,0.08162525211863814,-11.908020595863778
NGA,Nigeria,NGA.10_1,Delta,,,State,State,,NG.DE,2416.76456697,1631.2596452730381,0.4041083266699903,0.0028140874510851344,1.9898045316851
NGA,Nigeria,NGA.11_1,Ebonyi,,,State,State,,NG.EB,2031.2890442299997,5744.385204965245,-1.9009082963894026,0.05509604116876088,-11.136184085317486
NGA,Nigeria,NGA.12_1,Edo,,,State,State,,NG.ED,1851.89226949,-630.9520243456775,1.275497601929925,0.03620284081076297,8.196168704320014
NGA,Nigeria,NGA.13_1,Ekiti,,,State,State,,NG.EK,1408.79339623,1367.7528947426285,0.020128985764136405,1.292139240083312e-05,0.17002843087867278
NGA,Nigeria,NGA.14_1,Enugu,,,State,State,,NG.EN,1766.0883393100003,3764.08040977425,-1.0243642817618577,0.022909927876283542,-6.902222658764985
NGA,Nigeria,NGA.15_1,Federal Capital Territory,Abuja,,State,State,,NG.FC,1445.6289861199998,6171.189578825893,-2.4223564291411477,0.19523736861305163,-19.94013801850183
NGA,Nigeria,NGA.16_1,Gombe,,,State,State,,NG.GO,879.040324477,2195.758828733015,-0.6756862310981342,0.04005093702993234,-9.147095902399844
NGA,Nigeria,NGA.17_1,Imo,,,State,State,,NG.IM,2305.341046580001,4898.842665558468,-1.3268018523643355,0.02590149229284988,-6.848853043482942
NGA,Nigeria,NGA.18_1,Jigawa,,,State,State,,NG.JI,610.125941535,423.1206424843473,0.10033018487893447,0.0008599597569258766,1.9568569680147425
NGA,Nigeria,NGA.19_1,Kaduna,,,State,State,,NG.KD,1249.2056080650002,3913.876012707805,-1.3667548620645207,0.11181787628005613,-13.019780533775435
NGA,Nigeria,NGA.20_1,Kano,,,State,State,,NG.KN,882.2740225120001,-714.2362446511466,0.8280372868658312,0.024039147370433334,11.168461795631492
NGA,Nigeria,NGA.21_1,Katsina,,,State,State,,NG.KT,761.4610100830001,1759.1176508416324,-0.5072661493013817,0.02470420062925094,-7.927480326311731
NGA,Nigeria,NGA.22_1,Kebbi,,,State,State,,NG.KE,838.2211948850003,1160.9138856347952,-0.1634071678899016,0.0026527910878288985,-2.319847445705081
NGA,Nigeria,NGA.23_1,Kogi,,,State,State,,NG.KO,1284.762406318,3821.0415329046004,-1.3004890214948015,0.053619853604016554,-12.04566640468589
NGA,Nigeria,NGA.24_1,Kwara,,,State,State,,NG.KW,1160.7775677899997,2921.926137260859,-0.9024175547365043,0.045725244886324345,-9.25135805459258
NGA,Nigeria,NGA.25_1,Lagos,,,State,State,,NG.LA,1606.0234332099997,1059.9073784727257,0.28757812090870183,0.0010487511217937007,2.130840414933146
NGA,Nigeria,NGA.26_1,Nassarawa,,,State,State,,NG.NA,1335.54790938,5681.512767811397,-2.231238368038742,0.1918174217218208,-19.880781807361082
NGA,Nigeria,NGA.27_1,Niger,,,State,State,,NG.NI,1167.192606506,3451.5786800598626,-1.1693068919448795,0.09900146227733997,-11.921555993914305
NGA,Nigeria,NGA.28_1,Ogun,,,State,State,,NG.OG,1380.6693587309999,1298.5519250361622,0.0484574065588949,4.680780621302283e-05,0.41765476607726937
NGA,Nigeria,NGA.29_1,Ondo,,,State,State,,NG.ON,1601.3240412899997,-1009.8690953056546,1.3412726734795613,0.03967682813940454,9.967467172695883
NGA,Nigeria,NGA.30_1,Osun,,,State,State,,NG.OS,1366.080668359,-1109.0027966936486,1.2731553435578984,0.04385112665498592,11.090522645736973
NGA,Nigeria,NGA.31_1,Oyo,,,State,State,,NG.OY,1146.5201859379997,693.9254316026778,0.2344573904856857,0.002514618352496556,2.4334878539421867
NGA,Nigeria,NGA.32_1,Plateau,,,State,State,,NG.PL,1195.2058218260001,3850.7458901017385,-1.3643958191931354,0.11372328100390339,-13.584530757717491
NGA,Nigeria,NGA.33_1,Rivers,,,State,State,,NG.RI,2380.275331120001,6165.359256769122,-1.9370966526990459,0.0418541816951844,-9.68436292463366
NGA,Nigeria,NGA.34_1,Sokoto,,,State,State,,NG.SO,614.6760672529999,1562.0166990111381,-0.48516388395955,0.023281856198657525,-9.392671240512607
NGA,Nigeria,NGA.35_1,Taraba,,,State,State,,NG.TA,1332.3912372400007,3392.199584457628,-1.0584577893391258,0.06469133565699436,-9.453415289061056
NGA,Nigeria,NGA.36_1,Yobe,,,State,State,,NG.YO,527.0758612300001,1175.0064754077055,-0.33054498829796325,0.011276795210475088,-7.4628448200349435
NGA,Nigeria,NGA.37_1,Zamfara,,,State,State,,NG.ZA,894.2387869829998,1979.3483523900586,-0.555356387037459,0.023357399580712923,-7.3903537868699045
NLD,Netherlands,NLD.1_1,Drenthe,,,Provincie,Province,,NL.DR,778.3432887259999,-1781.2771972273317,1.3125170604379717,0.14118372066768803,20.066920657563738
NLD,Netherlands,NLD.2_1,Flevoland,,,Provincie,Province,,NL.FL,771.9130502540003,-2328.3374339355933,1.589715303946731,0.1817982113886738,24.507439161368243
NLD,Netherlands,NLD.3_1,Friesland,Frise|Frisia|Frísia,,Provincie,Province,,NL.FR,779.75616047,-1977.0245028912123,1.4142059379988607,0.16489585093761605,21.582452970993764
NLD,Netherlands,NLD.4_1,Gelderland,Geldern|Gheldria|Guelders|Gueldre,,Provincie,Province,,NL.GE,785.3661947999998,-1436.2635449814845,1.139413933911836,0.09792338361291142,17.26459058631085
NLD,Netherlands,NLD.5_1,Groningen,Groninga|Groningue,,Provincie,Province,,NL.GR,771.32620452,-1407.855907932232,1.1178985944089161,0.12088036488545495,17.246909537767642
NLD,Netherlands,NLD.6_1,IJsselmeer,,,Water body,Water body,,,742.353697897,-493.15156220481435,0.6336310038156959,0.037148587984424886,10.157164929288156
NLD,Netherlands,NLD.7_1,Limburg,Limbourg|Limburgo,,Provincie,Province,,NL.LI,753.9037434930002,-1270.2360833432135,1.0387733141062527,0.0969622777101149,16.396526140845697
NLD,Netherlands,NLD.8_1,Noord-Brabant,Brabante del Norte|Brabante do Norte|Brabante settentrionale|Brabant-septentrional|Nord-Brabant|Nort,,Provincie,Province,,NL.NB,778.5794902379997,-2681.4623485957422,1.7747163861850168,0.2220040913764466,27.125200779622272
NLD,Netherlands,NLD.9_1,Noord-Holland,Holanda do Norte|Hollande-septentrionale|North Holland,,Provincie,Province,,NL.NH,771.8758499239999,-1718.5453797749751,1.2759762362747473,0.12506521356428235,19.671709139707563
NLD,Netherlands,NLD.10_1,Overijssel,,,Provincie,Province,,NL.OV,784.8714217700002,-2172.7638217430426,1.5177188387957556,0.15817857152779058,23.01122665536683
NLD,Netherlands,NLD.11_1,Utrecht,,,Provincie,Province,,NL.UT,754.349737073,-1778.7793726530697,1.3015879975017806,0.13677950347123757,20.53277996804325
NLD,Netherlands,NLD.12_1,Zeeland,Zelanda|Zélande|Zelândia,,Provincie,Province,,NL.ZE,793.054685437,-2271.285865386968,1.57289973695485,0.17989897413545053,23.60178587110766
NLD,Netherlands,NLD.13_1,Zeeuwse meren,,,Water body,Water body,,,761.0499121020001,-2317.6655547397245,1.578765134083464,0.1890072272591008,24.68603543189851
NLD,Netherlands,NLD.14_1,Zuid-Holland,Hollande-méridionale|South Holland,,Provincie,Province,,NL.ZH,755.4451076599997,-2070.6614367556335,1.4515247448483124,0.1656686355436543,22.86485713991674
SAU,Saudi Arabia,SAU.1_1,`Asir,Asir|Aseer|Assyear,,Emirate|Mintaqah,Region,,SA.AS,155.78788524680004,588.5954885046032,-0.22448951602378567,0.036088228515900656,-17.147836858116165
SAU,Saudi Arabia,SAU.2_1,Al Bahah,Baha,,Emirate|Mintaqah,Region,,SA.BA,150.91829216729997,235.98263346436383,-0.045652036026064546,0.0013973791156565163,-3.59969107063536
SAU,Saudi Arabia,SAU.3_1,Al Hudud ash Shamaliyah,Northern Frontier,,Emirate|Mintaqah,Region,,SA.HS,89.94586078609998,393.0533907349395,-0.15660918209521438,0.04998252531076619,-20.719677933429207
SAU,Saudi Arabia,SAU.4_1,Al Jawf,JawfAl Joaf|Al-Jouf|Jowf,,Emirate|Mintaqah,Region,,SA.JF,59.0000100663,341.4710413735878,-0.14501600985678678,0.08774946130485872,-29.248986828248924
SAU,Saudi Arabia,SAU.5_1,Al Madinah,Madinah|Al Madinah al Munawwarah|Monwarah|Medina|Médine,,Emirate|Mintaqah,Region,,SA.MD,58.70079603250001,21.72810225113666,0.01829455907805153,0.0010979108451273367,3.708727440566215
SAU,Saudi Arabia,SAU.6_1,Al Quassim,Al Gassim|Gasim|Qaseem|Al Qasseem,,Emirate|Mintaqah,Region,,SA.QS,164.16669690100002,1384.0766107577097,-0.6285343089653895,0.14826210911755555,-45.56075268541615
SAU,Saudi Arabia,SAU.7_1,Ar Riyad,Riyad|Riad|Riyadh,,Emirate|Mintaqah,Region,,SA.RI,94.70076311119999,235.80007773951286,-0.07391725232096565,0.0076764781966991436,-9.288365518096459
SAU,Saudi Arabia,SAU.8_1,Ash Sharqiyah,Eastern Province,,Emirate|Mintaqah,Region,,SA.SH,82.7072480606,22.126683596194297,0.03022868297115795,0.002014609029195147,4.349332565063827
SAU,Saudi Arabia,SAU.9_1,Ha'il,Hail,,Emirate|Mintaqah,Region,,SA.HA,113.6673017883,792.3643085346489,-0.3502577700883777,0.10632601342371162,-36.66901033521957
SAU,Saudi Arabia,SAU.10_1,Jizan,Jazan|Qizan,,Emirate|Mintaqah,Region,,SA.JZ,158.24194364850007,300.1531027615099,-0.07423702922731812,0.003265760930252548,-5.582721163785828
SAU,Saudi Arabia,SAU.11_1,Makkah,La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka,,Emirate|Mintaqah,Region,,SA.MK,131.2021920008,102.91938737220777,0.012797459070645155,0.00017411299786551648,1.1607257517446719
SAU,Saudi Arabia,SAU.12_1,Najran,,,Emirate|Mintaqah,Region,,SA.NJ,73.3735402728,63.99945200304781,0.00346155518409067,1.910605189925363e-05,0.5614081934376728
SAU,Saudi Arabia,SAU.13_1,Tabuk,Tabouk,,Emirate|Mintaqah,Region,,SA.TB,48.10769866580003,276.3036536608019,-0.11744972572845751,0.07829102159267265,-29.05255863262154
SWE,Sweden,SWE.1_1,Blekinge,Blekinge län,,Laen|län,County,,SE.BL,603.0393122809999,-584.3242680181739,0.6084202768957414,0.06453073811756715,12.006184584671963
SWE,Sweden,SWE.2_1,Dalarna,Dalecarlia|Kopparberg,,Laen|län,County,,SE.KO,639.7147962419999,-1152.8325399191435,0.9175071334731524,0.10886570483478808,17.067504069735755
SWE,Sweden,SWE.3_1,Gävleborg,Gävleborgs län,,Laen|län,County,,SE.GV,606.4565357079997,-260.570782868723,0.4418399417504632,0.027374341554427528,8.669863373955152
SWE,Sweden,SWE.4_1,Gotland,Gotlands län|Gothland|Gottland,,Laen|län,County,,SE.GT,522.7538144879999,-596.1508391975216,0.5735803992793049,0.06939313886927434,13.057019503738914
SWE,Sweden,SWE.5_1,Halland,Hallands län,,Laen|län,County,,SE.HA,881.7626343319996,-2058.3237667805734,1.507282443586384,0.14750355626870926,20.341824863407055
SWE,Sweden,SWE.6_1,Jämtland,Jämtlands län,,Laen|län,County,,SE.JA,622.4539384579999,-1087.468392105028,0.8754137331113803,0.1527347479779303,16.73605512053217
SWE,Sweden,SWE.7_1,Jönköping,Jönköpings län,,Laen|län,County,,SE.JO,662.9850726390001,-2118.6268729667718,1.4261748558246692,0.2478656386622048,25.598586581684096
SWE,Sweden,SWE.8_1,Kalmar,Kalmar län,,Laen|län,County,,SE.KA,562.2097233769999,-95.08230645389551,0.33757757124341264,0.02169204676007641,7.1453283903857745
SWE,Sweden,SWE.9_1,Kronoberg,Kronobergs län,,Laen|län,County,,SE.KR,686.71495139,-1077.7138161970943,0.9036922626627261,0.1140967607551121,15.659973477960657
SWE,Sweden,SWE.10_1,Norrbotten,Norrbottens län,,Laen|län,County,,SE.NB,523.6517924550001,-1699.6016701627832,1.1399902984816979,0.24896333704914841,25.906307869838884
SWE,Sweden,SWE.11_1,Orebro,Örebro|Örebro län,,Laen|län,County,,SE.OR,686.1951050819998,-342.0562003968097,0.5261065742180601,0.03596868756699101,9.123743650789768
SWE,Sweden,SWE.12_1,Östergötland,Östergötlands län,,Laen|län,County,,SE.OG,564.4647070620001,-624.0373917083894,0.6103394564307079,0.06687839465362322,12.867127812700716
SWE,Sweden,SWE.13_1,Skåne,,,Laen|län,County,,SE.SN,688.5743697759999,-846.6305386007693,0.7872174833720268,0.09909258671708399,13.604758561046332
SWE,Sweden,SWE.14_1,Södermanland,Södermanlands län|Sörmland,,Laen|län,County,,SE.SD,575.9811183750002,266.6308329701609,0.15765421270901578,0.004341882990601786,3.2571990146660292
SWE,Sweden,SWE.15_1,Stockholm,Stockholms län|Estocolmo|Stoccolmo,,Laen|län,County,,SE.ST,565.4524201379999,340.35302449182456,0.11539247175687221,0.0025328875719299315,2.428445550859353
SWE,Sweden,SWE.16_1,Uppsala,Uppsala län,,Laen|län,County,,SE.UP,569.3235411240004,190.71486526902066,0.19381438606751217,0.006573905946764769,4.051108074066194
SWE,Sweden,SWE.17_1,Värmland,Värmlands län,,Laen|län,County,,SE.VR,696.1632375010001,-1092.4775577839328,0.915978967956131,0.08171011140758933,15.657462404659508
SWE,Sweden,SWE.18_1,Västerbotten,Västerbottens län,,Laen|län,County,,SE.VB,599.2114679200001,-1390.8511939246403,1.018921835925794,0.1879496385734699,20.23520993282419
SWE,Sweden,SWE.19_1,Västernorrland,Västernorrlands län,,Laen|län,County,,SE.VN,591.2462661569998,-1143.2015348639086,0.8871296548255238,0.10093013507597637,17.85523815827441
