Date,Day,Ha,Month,Unit,Unit_TW,Value,Year
9/1/60,1,722480.9433,9,Celsius,Western Little Karoo,13.26883712,1960
10/1/60,1,722480.9433,10,Celsius,Western Little Karoo,15.08475421,1960
11/1/60,1,722480.9433,11,Celsius,Western Little Karoo,17.82617768,1960
12/1/60,1,722480.9433,12,Celsius,Western Little Karoo,18.79481986,1960
1/1/61,1,722480.9433,1,Celsius,Western Little Karoo,18.99751455,1961
2/1/61,1,722480.9433,2,Celsius,Western Little Karoo,19.17352934,1961
3/1/61,1,722480.9433,3,Celsius,Western Little Karoo,18.35958717,1961
4/1/61,1,722480.9433,4,Celsius,Western Little Karoo,15.84643267,1961
5/1/61,1,722480.9433,5,Celsius,Western Little Karoo,12.03596427,1961
6/1/61,1,722480.9433,6,Celsius,Western Little Karoo,12.0918264,1961
7/1/61,1,722480.9433,7,Celsius,Western Little Karoo,11.85119945,1961
8/1/61,1,722480.9433,8,Celsius,Western Little Karoo,11.70121813,1961
9/1/61,1,722480.9433,9,Celsius,Western Little Karoo,12.29088909,1961
10/1/61,1,722480.9433,10,Celsius,Western Little Karoo,12.50254853,1961
11/1/61,1,722480.9433,11,Celsius,Western Little Karoo,16.94208453,1961
12/1/61,1,722480.9433,12,Celsius,Western Little Karoo,17.37708481,1961
1/1/62,1,722480.9433,1,Celsius,Western Little Karoo,19.48421061,1962
2/1/62,1,722480.9433,2,Celsius,Western Little Karoo,19.46795153,1962
3/1/62,1,722480.9433,3,Celsius,Western Little Karoo,18.28153801,1962
4/1/62,1,722480.9433,4,Celsius,Western Little Karoo,15.47495733,1962
5/1/62,1,722480.9433,5,Celsius,Western Little Karoo,13.51315611,1962
6/1/62,1,722480.9433,6,Celsius,Western Little Karoo,11.75020798,1962
7/1/62,1,722480.9433,7,Celsius,Western Little Karoo,11.23902543,1962
8/1/62,1,722480.9433,8,Celsius,Western Little Karoo,11.55061812,1962
9/1/62,1,722480.9433,9,Celsius,Western Little Karoo,12.06802173,1962
10/1/62,1,722480.9433,10,Celsius,Western Little Karoo,13.94510849,1962
11/1/62,1,722480.9433,11,Celsius,Western Little Karoo,15.42499938,1962
12/1/62,1,722480.9433,12,Celsius,Western Little Karoo,18.76255578,1962
1/1/63,1,722480.9433,1,Celsius,Western Little Karoo,20.42296283,1963
2/1/63,1,722480.9433,2,Celsius,Western Little Karoo,19.33385054,1963
3/1/63,1,722480.9433,3,Celsius,Western Little Karoo,17.55593476,1963
4/1/63,1,722480.9433,4,Celsius,Western Little Karoo,14.5926679,1963
5/1/63,1,722480.9433,5,Celsius,Western Little Karoo,13.29167651,1963
6/1/63,1,722480.9433,6,Celsius,Western Little Karoo,12.36621255,1963
7/1/63,1,722480.9433,7,Celsius,Western Little Karoo,10.17579816,1963
8/1/63,1,722480.9433,8,Celsius,Western Little Karoo,11.39035941,1963
9/1/63,1,722480.9433,9,Celsius,Western Little Karoo,14.06001598,1963
10/1/63,1,722480.9433,10,Celsius,Western Little Karoo,15.58896681,1963
11/1/63,1,722480.9433,11,Celsius,Western Little Karoo,17.71122701,1963
12/1/63,1,722480.9433,12,Celsius,Western Little Karoo,18.93184399,1963
1/1/64,1,722480.9433,1,Celsius,Western Little Karoo,19.81776292,1964
2/1/64,1,722480.9433,2,Celsius,Western Little Karoo,18.83912002,1964
3/1/64,1,722480.9433,3,Celsius,Western Little Karoo,18.5131481,1964
4/1/64,1,722480.9433,4,Celsius,Western Little Karoo,15.31908184,1964
5/1/64,1,722480.9433,5,Celsius,Western Little Karoo,14.24877919,1964
6/1/64,1,722480.9433,6,Celsius,Western Little Karoo,10.63595746,1964
7/1/64,1,722480.9433,7,Celsius,Western Little Karoo,11.05870125,1964
8/1/64,1,722480.9433,8,Celsius,Western Little Karoo,10.36021806,1964
9/1/64,1,722480.9433,9,Celsius,Western Little Karoo,11.56715982,1964
10/1/64,1,722480.9433,10,Celsius,Western Little Karoo,14.04438901,1964
11/1/64,1,722480.9433,11,Celsius,Western Little Karoo,15.27856128,1964
12/1/64,1,722480.9433,12,Celsius,Western Little Karoo,18.94549784,1964
1/1/65,1,722480.9433,1,Celsius,Western Little Karoo,19.93960929,1965
2/1/65,1,722480.9433,2,Celsius,Western Little Karoo,19.33443105,1965
3/1/65,1,722480.9433,3,Celsius,Western Little Karoo,18.09823883,1965
4/1/65,1,722480.9433,4,Celsius,Western Little Karoo,16.22872,1965
5/1/65,1,722480.9433,5,Celsius,Western Little Karoo,12.94982304,1965
6/1/65,1,722480.9433,6,Celsius,Western Little Karoo,10.70511155,1965
7/1/65,1,722480.9433,7,Celsius,Western Little Karoo,11.43645395,1965
8/1/65,1,722480.9433,8,Celsius,Western Little Karoo,11.59567036,1965
9/1/65,1,722480.9433,9,Celsius,Western Little Karoo,13.38962142,1965
10/1/65,1,722480.9433,10,Celsius,Western Little Karoo,14.5814057,1965
11/1/65,1,722480.9433,11,Celsius,Western Little Karoo,16.17677166,1965
12/1/65,1,722480.9433,12,Celsius,Western Little Karoo,16.91970764,1965
1/1/66,1,722480.9433,1,Celsius,Western Little Karoo,19.59631488,1966
2/1/66,1,722480.9433,2,Celsius,Western Little Karoo,17.86716128,1966
3/1/66,1,722480.9433,3,Celsius,Western Little Karoo,17.82414469,1966
4/1/66,1,722480.9433,4,Celsius,Western Little Karoo,16.41804959,1966
5/1/66,1,722480.9433,5,Celsius,Western Little Karoo,13.10052312,1966
6/1/66,1,722480.9433,6,Celsius,Western Little Karoo,11.78653794,1966
7/1/66,1,722480.9433,7,Celsius,Western Little Karoo,9.985246528,1966
8/1/66,1,722480.9433,8,Celsius,Western Little Karoo,11.05863334,1966
9/1/66,1,722480.9433,9,Celsius,Western Little Karoo,12.9990123,1966
10/1/66,1,722480.9433,10,Celsius,Western Little Karoo,15.13155304,1966
11/1/66,1,722480.9433,11,Celsius,Western Little Karoo,16.75390505,1966
12/1/66,1,722480.9433,12,Celsius,Western Little Karoo,19.0308255,1966
1/1/67,1,722480.9433,1,Celsius,Western Little Karoo,18.62302442,1967
2/1/67,1,722480.9433,2,Celsius,Western Little Karoo,20.09635872,1967
3/1/67,1,722480.9433,3,Celsius,Western Little Karoo,18.08494419,1967
4/1/67,1,722480.9433,4,Celsius,Western Little Karoo,14.39829956,1967
5/1/67,1,722480.9433,5,Celsius,Western Little Karoo,13.03751417,1967
6/1/67,1,722480.9433,6,Celsius,Western Little Karoo,10.41036218,1967
7/1/67,1,722480.9433,7,Celsius,Western Little Karoo,9.961646883,1967
8/1/67,1,722480.9433,8,Celsius,Western Little Karoo,10.86770166,1967
9/1/67,1,722480.9433,9,Celsius,Western Little Karoo,12.96844513,1967
10/1/67,1,722480.9433,10,Celsius,Western Little Karoo,14.35429904,1967
11/1/67,1,722480.9433,11,Celsius,Western Little Karoo,17.30226506,1967
12/1/67,1,722480.9433,12,Celsius,Western Little Karoo,19.198829,1967
1/1/68,1,722480.9433,1,Celsius,Western Little Karoo,18.38252314,1968
2/1/68,1,722480.9433,2,Celsius,Western Little Karoo,17.93304948,1968
3/1/68,1,722480.9433,3,Celsius,Western Little Karoo,18.82299358,1968
4/1/68,1,722480.9433,4,Celsius,Western Little Karoo,15.1985823,1968
5/1/68,1,722480.9433,5,Celsius,Western Little Karoo,13.03443365,1968
6/1/68,1,722480.9433,6,Celsius,Western Little Karoo,10.25050318,1968
7/1/68,1,722480.9433,7,Celsius,Western Little Karoo,9.81006951,1968
8/1/68,1,722480.9433,8,Celsius,Western Little Karoo,10.04248811,1968
9/1/68,1,722480.9433,9,Celsius,Western Little Karoo,12.50835609,1968
10/1/68,1,722480.9433,10,Celsius,Western Little Karoo,13.37283235,1968
11/1/68,1,722480.9433,11,Celsius,Western Little Karoo,16.96767067,1968
12/1/68,1,722480.9433,12,Celsius,Western Little Karoo,18.10792967,1968
1/1/69,1,722480.9433,1,Celsius,Western Little Karoo,19.11212931,1969
2/1/69,1,722480.9433,2,Celsius,Western Little Karoo,19.88476497,1969
3/1/69,1,722480.9433,3,Celsius,Western Little Karoo,19.1950143,1969
4/1/69,1,722480.9433,4,Celsius,Western Little Karoo,14.49566639,1969
5/1/69,1,722480.9433,5,Celsius,Western Little Karoo,12.71410451,1969
6/1/69,1,722480.9433,6,Celsius,Western Little Karoo,10.87897212,1969
7/1/69,1,722480.9433,7,Celsius,Western Little Karoo,10.61399193,1969
8/1/69,1,722480.9433,8,Celsius,Western Little Karoo,11.79195699,1969
9/1/69,1,722480.9433,9,Celsius,Western Little Karoo,11.6353516,1969
10/1/69,1,722480.9433,10,Celsius,Western Little Karoo,14.04687606,1969
11/1/69,1,722480.9433,11,Celsius,Western Little Karoo,15.97985657,1969
12/1/69,1,722480.9433,12,Celsius,Western Little Karoo,18.75423961,1969
1/1/70,1,722480.9433,1,Celsius,Western Little Karoo,20.01590743,1970
2/1/70,1,722480.9433,2,Celsius,Western Little Karoo,19.52460452,1970
3/1/70,1,722480.9433,3,Celsius,Western Little Karoo,18.66061583,1970
4/1/70,1,722480.9433,4,Celsius,Western Little Karoo,16.44558361,1970
5/1/70,1,722480.9433,5,Celsius,Western Little Karoo,12.67951317,1970
6/1/70,1,722480.9433,6,Celsius,Western Little Karoo,10.85520417,1970
7/1/70,1,722480.9433,7,Celsius,Western Little Karoo,9.128764578,1970
8/1/70,1,722480.9433,8,Celsius,Western Little Karoo,9.835487718,1970
9/1/70,1,722480.9433,9,Celsius,Western Little Karoo,11.36233744,1970
10/1/70,1,722480.9433,10,Celsius,Western Little Karoo,14.96998849,1970
11/1/70,1,722480.9433,11,Celsius,Western Little Karoo,15.08871051,1970
12/1/70,1,722480.9433,12,Celsius,Western Little Karoo,16.66668191,1970
1/1/71,1,722480.9433,1,Celsius,Western Little Karoo,19.04781456,1971
2/1/71,1,722480.9433,2,Celsius,Western Little Karoo,20.15922821,1971
3/1/71,1,722480.9433,3,Celsius,Western Little Karoo,18.3586322,1971
4/1/71,1,722480.9433,4,Celsius,Western Little Karoo,15.22216321,1971
5/1/71,1,722480.9433,5,Celsius,Western Little Karoo,13.19866735,1971
6/1/71,1,722480.9433,6,Celsius,Western Little Karoo,11.21728048,1971
7/1/71,1,722480.9433,7,Celsius,Western Little Karoo,10.32836664,1971
8/1/71,1,722480.9433,8,Celsius,Western Little Karoo,9.664545684,1971
9/1/71,1,722480.9433,9,Celsius,Western Little Karoo,10.53128896,1971
10/1/71,1,722480.9433,10,Celsius,Western Little Karoo,13.94696558,1971
11/1/71,1,722480.9433,11,Celsius,Western Little Karoo,15.92270947,1971
12/1/71,1,722480.9433,12,Celsius,Western Little Karoo,18.37302266,1971
1/1/72,1,722480.9433,1,Celsius,Western Little Karoo,20.08814614,1972
2/1/72,1,722480.9433,2,Celsius,Western Little Karoo,19.68970143,1972
3/1/72,1,722480.9433,3,Celsius,Western Little Karoo,18.75022328,1972
4/1/72,1,722480.9433,4,Celsius,Western Little Karoo,15.59952308,1972
5/1/72,1,722480.9433,5,Celsius,Western Little Karoo,13.33855691,1972
6/1/72,1,722480.9433,6,Celsius,Western Little Karoo,11.6727573,1972
7/1/72,1,722480.9433,7,Celsius,Western Little Karoo,11.10830824,1972
8/1/72,1,722480.9433,8,Celsius,Western Little Karoo,10.65807701,1972
9/1/72,1,722480.9433,9,Celsius,Western Little Karoo,12.88076922,1972
10/1/72,1,722480.9433,10,Celsius,Western Little Karoo,15.39835108,1972
11/1/72,1,722480.9433,11,Celsius,Western Little Karoo,18.5269703,1972
12/1/72,1,722480.9433,12,Celsius,Western Little Karoo,17.88770845,1972
1/1/73,1,722480.9433,1,Celsius,Western Little Karoo,19.40174708,1973
2/1/73,1,722480.9433,2,Celsius,Western Little Karoo,20.55564643,1973
3/1/73,1,722480.9433,3,Celsius,Western Little Karoo,18.75976325,1973
4/1/73,1,722480.9433,4,Celsius,Western Little Karoo,17.28797059,1973
5/1/73,1,722480.9433,5,Celsius,Western Little Karoo,12.75298927,1973
6/1/73,1,722480.9433,6,Celsius,Western Little Karoo,12.54530319,1973
7/1/73,1,722480.9433,7,Celsius,Western Little Karoo,11.45755447,1973
8/1/73,1,722480.9433,8,Celsius,Western Little Karoo,10.7662396,1973
9/1/73,1,722480.9433,9,Celsius,Western Little Karoo,11.25787531,1973
10/1/73,1,722480.9433,10,Celsius,Western Little Karoo,15.35977971,1973
11/1/73,1,722480.9433,11,Celsius,Western Little Karoo,17.30256365,1973
12/1/73,1,722480.9433,12,Celsius,Western Little Karoo,18.63410406,1973
1/1/74,1,722480.9433,1,Celsius,Western Little Karoo,20.00606077,1974
2/1/74,1,722480.9433,2,Celsius,Western Little Karoo,20.72063142,1974
3/1/74,1,722480.9433,3,Celsius,Western Little Karoo,18.66141197,1974
4/1/74,1,722480.9433,4,Celsius,Western Little Karoo,16.94177592,1974
5/1/74,1,722480.9433,5,Celsius,Western Little Karoo,13.12854609,1974
6/1/74,1,722480.9433,6,Celsius,Western Little Karoo,12.2546122,1974
7/1/74,1,722480.9433,7,Celsius,Western Little Karoo,10.60668767,1974
8/1/74,1,722480.9433,8,Celsius,Western Little Karoo,10.67532983,1974
9/1/74,1,722480.9433,9,Celsius,Western Little Karoo,11.3906736,1974
10/1/74,1,722480.9433,10,Celsius,Western Little Karoo,13.44767616,1974
11/1/74,1,722480.9433,11,Celsius,Western Little Karoo,16.86974236,1974
12/1/74,1,722480.9433,12,Celsius,Western Little Karoo,18.82119937,1974
1/1/75,1,722480.9433,1,Celsius,Western Little Karoo,19.51538171,1975
2/1/75,1,722480.9433,2,Celsius,Western Little Karoo,20.73638817,1975
3/1/75,1,722480.9433,3,Celsius,Western Little Karoo,18.71069178,1975
4/1/75,1,722480.9433,4,Celsius,Western Little Karoo,15.67792404,1975
5/1/75,1,722480.9433,5,Celsius,Western Little Karoo,13.00768495,1975
6/1/75,1,722480.9433,6,Celsius,Western Little Karoo,12.18377075,1975
7/1/75,1,722480.9433,7,Celsius,Western Little Karoo,10.41763689,1975
8/1/75,1,722480.9433,8,Celsius,Western Little Karoo,10.12670158,1975
9/1/75,1,722480.9433,9,Celsius,Western Little Karoo,13.61050442,1975
10/1/75,1,722480.9433,10,Celsius,Western Little Karoo,13.33892019,1975
11/1/75,1,722480.9433,11,Celsius,Western Little Karoo,16.03361408,1975
12/1/75,1,722480.9433,12,Celsius,Western Little Karoo,18.1361269,1975
1/1/76,1,722480.9433,1,Celsius,Western Little Karoo,20.70977751,1976
2/1/76,1,722480.9433,2,Celsius,Western Little Karoo,19.60631814,1976
3/1/76,1,722480.9433,3,Celsius,Western Little Karoo,17.94773569,1976
4/1/76,1,722480.9433,4,Celsius,Western Little Karoo,16.05750431,1976
5/1/76,1,722480.9433,5,Celsius,Western Little Karoo,14.24709703,1976
6/1/76,1,722480.9433,6,Celsius,Western Little Karoo,11.51982403,1976
7/1/76,1,722480.9433,7,Celsius,Western Little Karoo,10.2219762,1976
8/1/76,1,722480.9433,8,Celsius,Western Little Karoo,10.58214378,1976
9/1/76,1,722480.9433,9,Celsius,Western Little Karoo,12.7162962,1976
10/1/76,1,722480.9433,10,Celsius,Western Little Karoo,14.46759031,1976
11/1/76,1,722480.9433,11,Celsius,Western Little Karoo,14.61767731,1976
12/1/76,1,722480.9433,12,Celsius,Western Little Karoo,18.15585195,1976
1/1/77,1,722480.9433,1,Celsius,Western Little Karoo,19.46543039,1977
2/1/77,1,722480.9433,2,Celsius,Western Little Karoo,20.90225578,1977
3/1/77,1,722480.9433,3,Celsius,Western Little Karoo,18.87969851,1977
4/1/77,1,722480.9433,4,Celsius,Western Little Karoo,17.34086376,1977
5/1/77,1,722480.9433,5,Celsius,Western Little Karoo,12.48540616,1977
6/1/77,1,722480.9433,6,Celsius,Western Little Karoo,12.23810382,1977
7/1/77,1,722480.9433,7,Celsius,Western Little Karoo,10.68157022,1977
8/1/77,1,722480.9433,8,Celsius,Western Little Karoo,11.87645631,1977
9/1/77,1,722480.9433,9,Celsius,Western Little Karoo,12.31153226,1977
